Description,Description2
Rand per US Dollar,Weighted average of the banks' daily rates at approximately 10:30 am. Weights are based on the banks' foreign exchange transactions.

ValueDate,TheValue
2009-06-15,8.0867
2009-06-12,7.9929
2009-06-11,8.0633
2009-06-10,8.0365
2009-06-09,8.1470
2009-06-08,8.1379
2009-06-05,8.0412
2009-06-04,8.0303
2009-06-03,8.0181
2009-06-02,8.0914
2009-06-01,7.9721
2009-05-29,7.9795
2009-05-28,8.1463
2009-05-27,8.2699
2009-05-26,8.3319
2009-05-25,8.3234
2009-05-22,8.3173
2009-05-21,8.3498
2009-05-20,8.4105
2009-05-19,8.4676
2009-05-18,8.6961
2009-05-15,8.5493
2009-05-14,8.5443
2009-05-13,8.3711
2009-05-12,8.4591
2009-05-11,8.2949
2009-05-08,8.4474
2009-05-07,8.3476
2009-05-06,8.4971
2009-05-05,8.3035
2009-05-04,8.3929
2009-04-30,8.4291
2009-04-29,8.6305
2009-04-28,8.8489
2009-04-24,8.8234
2009-04-23,8.9091
2009-04-21,9.0896
2009-04-20,9.0417
2009-04-17,8.9202
2009-04-16,9.0585
2009-04-15,9.1615
2009-04-14,9.0005
2009-04-09,9.1395
2009-04-08,9.2523
2009-04-07,9.1435
2009-04-06,9.0160
2009-04-03,9.0943
2009-04-02,9.3611
2009-04-01,9.5260
2009-03-31,9.6266
2009-03-30,9.7111
2009-03-27,9.4816
2009-03-26,9.5484
2009-03-25,9.8500
2009-03-24,9.5436
2009-03-23,9.5635
2009-03-20,9.7388
2009-03-19,9.7631
2009-03-18,9.9163
2009-03-17,9.9629
2009-03-16,9.9155
2009-03-13,9.9109
2009-03-12,10.1863
2009-03-11,10.3161
2009-03-10,10.4767
2009-03-09,10.4947
2009-03-06,10.5948
2009-03-05,10.3311
2009-03-04,10.4685
2009-03-03,10.3676
2009-03-02,10.3636
2009-02-27,9.9498
2009-02-26,9.9558
2009-02-25,9.9459
2009-02-24,10.0718
2009-02-23,9.9854
2009-02-20,10.2224
2009-02-19,10.0709
2009-02-18,10.1746
2009-02-17,10.2298
2009-02-16,10.0648
2009-02-13,9.9352
2009-02-12,9.9357
2009-02-11,9.8709
2009-02-10,9.6721
2009-02-09,9.7300
2009-02-06,9.8822
2009-02-05,10.0405
2009-02-04,10.1008
2009-02-03,10.1417
2009-02-02,10.1880
2009-01-30,10.1333
2009-01-29,9.9684
2009-01-28,9.9485
2009-01-27,9.9905
2009-01-26,10.2284
2009-01-23,10.2549
2009-01-22,10.0266
2009-01-21,10.2088
2009-01-20,10.2219
2009-01-19,9.9753
2009-01-16,9.9291
2009-01-15,10.1813
2009-01-14,9.8713
2009-01-13,10.1414
2009-01-12,9.9077
2009-01-09,9.6866
2009-01-08,9.7231
2009-01-07,9.3163
2009-01-06,9.3825
2009-01-05,9.4616
2009-01-02,9.4580
2008-12-31,9.3035
2008-12-30,9.4434
2008-12-29,9.5970
2008-12-24,9.6584
2008-12-23,9.6891
2008-12-22,9.6458
2008-12-19,9.6665
2008-12-18,9.8015
2008-12-17,9.9756
2008-12-15,10.1511
2008-12-12,10.1730
2008-12-11,10.1430
2008-12-10,10.1346
2008-12-09,10.2067
2008-12-08,10.1885
2008-12-05,10.2449
2008-12-04,10.2098
2008-12-03,10.3229
2008-12-02,10.4178
2008-12-01,10.1416
2008-11-28,9.9080
2008-11-27,9.9009
2008-11-26,9.9201
2008-11-25,10.0491
2008-11-24,10.4903
2008-11-21,10.5924
2008-11-20,10.5991
2008-11-19,10.2498
2008-11-18,10.1862
2008-11-17,10.1322
2008-11-14,10.2818
2008-11-13,10.4116
2008-11-12,10.2797
2008-11-11,10.1693
2008-11-10,9.9890
2008-11-07,10.0284
2008-11-06,9.7537
2008-11-05,9.7716
2008-11-04,10.0154
2008-11-03,9.7534
2008-10-31,10.1919
2008-10-30,9.5778
2008-10-29,10.3137
2008-10-28,10.7140
2008-10-27,11.3088
2008-10-24,11.4740
2008-10-23,11.4324
2008-10-22,10.9255
2008-10-21,10.2727
2008-10-20,10.0127
2008-10-17,10.1609
2008-10-16,10.2475
2008-10-15,9.2213
2008-10-14,9.0639
2008-10-13,9.1667
2008-10-10,9.3626
2008-10-09,9.0357
2008-10-08,9.3658
2008-10-07,8.9282
2008-10-06,8.6692
2008-10-03,8.5187
2008-10-02,8.3749
2008-10-01,8.2485
2008-09-30,8.3145
2008-09-29,8.2610
2008-09-26,8.1604
2008-09-25,8.1766
2008-09-23,7.9833
2008-09-22,8.0292
2008-09-19,8.0774
2008-09-18,8.1858
2008-09-17,8.1138
2008-09-16,8.2026
2008-09-15,8.1168
2008-09-12,8.0795
2008-09-11,8.2613
2008-09-10,8.0317
2008-09-09,7.9297
2008-09-08,7.8338
2008-09-05,8.0549
2008-09-04,7.8564
2008-09-03,7.8603
2008-09-02,7.8021
2008-09-01,7.7272
2008-08-29,7.6696
2008-08-28,7.7200
2008-08-27,7.7799
2008-08-26,7.7929
2008-08-25,7.7331
2008-08-22,7.6566
2008-08-21,7.7146
2008-08-20,7.7464
2008-08-19,7.7793
2008-08-18,7.8860
2008-08-15,7.9594
2008-08-14,7.8442
2008-08-13,7.8079
2008-08-12,7.8011
2008-08-11,7.6750
2008-08-08,7.5951
2008-08-07,7.4338
2008-08-06,7.4272
2008-08-05,7.3293
2008-08-04,7.2210
2008-08-01,7.3464
2008-07-31,7.3899
2008-07-30,7.3862
2008-07-29,7.5093
2008-07-28,7.5457
2008-07-25,7.6160
2008-07-24,7.5574
2008-07-23,7.4966
2008-07-22,7.5764
2008-07-21,7.5895
2008-07-18,7.5766
2008-07-17,7.5885
2008-07-16,7.6736
2008-07-15,7.6199
2008-07-14,7.6351
2008-07-11,7.7262
2008-07-10,7.6804
2008-07-09,7.6893
2008-07-08,7.8158
2008-07-07,7.7444
2008-07-04,7.7444
2008-07-03,7.8668
2008-07-02,7.8660
2008-07-01,7.8637
2008-06-30,7.8791
2008-06-27,7.9417
2008-06-26,7.8949
2008-06-25,7.9793
2008-06-24,8.0511
2008-06-23,8.0238
2008-06-20,7.9503
2008-06-19,8.0402
2008-06-18,8.0058
2008-06-17,8.0201
2008-06-13,8.0964
2008-06-12,7.9891
2008-06-11,7.9384
2008-06-10,7.9234
2008-06-09,7.8712
2008-06-06,7.8437
2008-06-05,7.7584
2008-06-04,7.7699
2008-06-03,7.7521
2008-06-02,7.6791
2008-05-30,7.5874
2008-05-29,7.6354
2008-05-28,7.7458
2008-05-27,7.6974
2008-05-26,7.6999
2008-05-23,7.6773
2008-05-22,7.7200
2008-05-21,7.6501
2008-05-20,7.5914
2008-05-19,7.4883
2008-05-16,7.5455
2008-05-15,7.6186
2008-05-14,7.6252
2008-05-13,7.5928
2008-05-12,7.6566
2008-05-09,7.6815
2008-05-08,7.6173
2008-05-07,7.5301
2008-05-06,7.5238
2008-05-05,7.6030
2008-04-30,7.5940
2008-04-29,7.5627
2008-04-25,7.6744
2008-04-24,7.7238
2008-04-23,7.6177
2008-04-22,7.7182
2008-04-21,7.7909
2008-04-18,7.8155
2008-04-17,7.9205
2008-04-16,7.9686
2008-04-15,7.8774
2008-04-14,7.8581
2008-04-11,7.7741
2008-04-10,7.9032
2008-04-09,7.7784
2008-04-08,7.8035
2008-04-07,7.7597
2008-04-04,7.7891
2008-04-03,7.7466
2008-04-02,7.9068
2008-04-01,8.1207
2008-03-31,8.1216
2008-03-28,8.0207
2008-03-27,8.0333
2008-03-26,8.1036
2008-03-25,8.0544
2008-03-20,8.1161
2008-03-19,8.0323
2008-03-18,8.0749
2008-03-17,8.0977
2008-03-14,7.9365
2008-03-13,7.9327
2008-03-12,7.8036
2008-03-11,7.9878
2008-03-10,8.0243
2008-03-07,7.9943
2008-03-06,7.7353
2008-03-05,7.8345
2008-03-04,7.7975
2008-03-03,7.9486
2008-02-29,7.6342
2008-02-28,7.4795
2008-02-27,7.4732
2008-02-26,7.6916
2008-02-25,7.7004
2008-02-22,7.7976
2008-02-21,7.8507
2008-02-20,7.8074
2008-02-19,7.5900
2008-02-18,7.6336
2008-02-15,7.5956
2008-02-14,7.6327
2008-02-13,7.7381
2008-02-12,7.7318
2008-02-11,7.8408
2008-02-08,7.6478
2008-02-07,7.6604
2008-02-06,7.6784
2008-02-05,7.4633
2008-02-04,7.3572
2008-02-01,7.4547
2008-01-31,7.3572
2008-01-30,7.2151
2008-01-29,7.1691
2008-01-28,7.1921
2008-01-25,7.0339
2008-01-24,7.0758
2008-01-23,7.1132
2008-01-22,7.3040
2008-01-21,7.1698
2008-01-18,7.0479
2008-01-17,6.9448
2008-01-16,6.8623
2008-01-15,6.7244
2008-01-14,6.7211
2008-01-11,6.8270
2008-01-10,6.8559
2008-01-09,6.8554
2008-01-08,6.8881
2008-01-07,6.9098
2008-01-04,6.8452
2008-01-03,6.8419
2008-01-02,6.8627
2007-12-31,6.7862
2007-12-28,6.8429
2007-12-27,6.9265
2007-12-24,6.9986
2007-12-21,7.0220
2007-12-20,6.9695
2007-12-19,6.9005
2007-12-18,6.9026
2007-12-14,6.7725
2007-12-13,6.7478
2007-12-12,6.7556
2007-12-11,6.6639
2007-12-10,6.7104
2007-12-07,6.7253
2007-12-06,6.7914
2007-12-05,6.8050
2007-12-04,6.7889
2007-12-03,6.8042
2007-11-30,6.8119
2007-11-29,6.9153
2007-11-28,7.0221
2007-11-27,7.0127
2007-11-26,6.7983
2007-11-23,6.8168
2007-11-22,6.7763
2007-11-21,6.7532
2007-11-20,6.7089
2007-11-19,6.7025
2007-11-16,6.7297
2007-11-15,6.6136
2007-11-14,6.6627
2007-11-13,6.7828
2007-11-12,6.6787
2007-11-09,6.4639
2007-11-08,6.5265
2007-11-07,6.4739
2007-11-06,6.5253
2007-11-05,6.5941
2007-11-02,6.6032
2007-11-01,6.5278
2007-10-31,6.5353
2007-10-30,6.5728
2007-10-29,6.4691
2007-10-26,6.5374
2007-10-25,6.6201
2007-10-24,6.6965
2007-10-23,6.8175
2007-10-22,6.8591
2007-10-19,6.8069
2007-10-18,6.8059
2007-10-17,6.8235
2007-10-16,6.8820
2007-10-15,6.7249
2007-10-12,6.7536
2007-10-11,6.8681
2007-10-10,6.8328
2007-10-09,6.8679
2007-10-08,6.8320
2007-10-05,6.8994
2007-10-04,6.9402
2007-10-03,6.9066
2007-10-02,6.8979
2007-10-01,6.8904
2007-09-28,6.8839
2007-09-27,6.9112
2007-09-26,6.9712
2007-09-25,7.0157
2007-09-21,7.0496
2007-09-20,7.0730
2007-09-19,7.0900
2007-09-18,7.1914
2007-09-17,7.1954
2007-09-14,7.1928
2007-09-13,7.1424
2007-09-12,7.1741
2007-09-11,7.2283
2007-09-10,7.2491
2007-09-07,7.1898
2007-09-06,7.2319
2007-09-05,7.2453
2007-09-04,7.2559
2007-09-03,7.1783
2007-08-31,7.1094
2007-08-30,7.1811
2007-08-29,7.2838
2007-08-28,7.2473
2007-08-27,7.1828
2007-08-24,7.2869
2007-08-23,7.2370
2007-08-22,7.3376
2007-08-21,7.4603
2007-08-20,7.3412
2007-08-17,7.4840
2007-08-16,7.4774
2007-08-15,7.3914
2007-08-14,7.2452
2007-08-13,7.1789
2007-08-10,7.1707
2007-08-08,7.0392
2007-08-07,7.0494
2007-08-06,7.1122
2007-08-03,7.0590
2007-08-02,7.1177
2007-08-01,7.1949
2007-07-31,7.1094
2007-07-30,7.1022
2007-07-27,7.1051
2007-07-26,6.9249
2007-07-25,6.8505
2007-07-24,6.8233
2007-07-23,6.8328
2007-07-20,6.8839
2007-07-19,6.9172
2007-07-18,6.9815
2007-07-17,6.9774
2007-07-16,6.9672
2007-07-13,6.9611
2007-07-12,7.0275
2007-07-11,7.0237
2007-07-10,6.9705
2007-07-09,6.9833
2007-07-06,7.0356
2007-07-05,6.9829
2007-07-04,6.9853
2007-07-03,6.9635
2007-07-02,7.0175
2007-06-29,7.0964
2007-06-28,7.1112
2007-06-27,7.2279
2007-06-26,7.1821
2007-06-25,7.1641
2007-06-22,7.1374
2007-06-21,7.1572
2007-06-20,7.0845
2007-06-19,7.0966
2007-06-18,7.1033
2007-06-15,7.1920
2007-06-14,7.2321
2007-06-13,7.3097
2007-06-12,7.2287
2007-06-11,7.2483
2007-06-08,7.2820
2007-06-07,7.1890
2007-06-06,7.1838
2007-06-05,7.1305
2007-06-04,7.1402
2007-06-01,7.1216
2007-05-31,7.1649
2007-05-30,7.1657
2007-05-29,7.1216
2007-05-28,7.0953
2007-05-25,7.1261
2007-05-24,7.0893
2007-05-23,7.0761
2007-05-22,7.0025
2007-05-21,6.9956
2007-05-18,7.0471
2007-05-17,6.9646
2007-05-16,6.9301
2007-05-15,6.9796
2007-05-14,6.9361
2007-05-11,7.0154
2007-05-10,6.9053
2007-05-09,6.9263
2007-05-08,6.9128
2007-05-07,6.9385
2007-05-04,7.0137
2007-05-03,6.9860
2007-05-02,7.0388
2007-04-30,7.1241
2007-04-27,7.0824
2007-04-26,6.9721
2007-04-25,7.0285
2007-04-24,7.1053
2007-04-23,7.0437
2007-04-20,7.0378
2007-04-19,7.1313
2007-04-18,7.0583
2007-04-17,7.1173
2007-04-16,7.1329
2007-04-13,7.1712
2007-04-12,7.1811
2007-04-11,7.1561
2007-04-10,7.1650
2007-04-05,7.1358
2007-04-04,7.1620
2007-04-03,7.2254
2007-04-02,7.2524
2007-03-30,7.2649
2007-03-29,7.3153
2007-03-28,7.2926
2007-03-27,7.2475
2007-03-26,7.2232
2007-03-23,7.1921
2007-03-22,7.2967
2007-03-20,7.4060
2007-03-19,7.4430
2007-03-16,7.4407
2007-03-15,7.4315
2007-03-14,7.4931
2007-03-13,7.3870
2007-03-12,7.3060
2007-03-09,7.3880
2007-03-08,7.4042
2007-03-07,7.4067
2007-03-06,7.4122
2007-03-05,7.5233
2007-03-02,7.2770
2007-03-01,7.2510
2007-02-28,7.2541
2007-02-27,7.1362
2007-02-26,7.0806
2007-02-23,7.0724
2007-02-22,7.1156
2007-02-21,7.1239
2007-02-20,7.0964
2007-02-19,7.1177
2007-02-16,7.1864
2007-02-15,7.1761
2007-02-14,7.2264
2007-02-13,7.2646
2007-02-12,7.2441
2007-02-09,7.1415
2007-02-08,7.1667
2007-02-07,7.1863
2007-02-06,7.2005
2007-02-05,7.2283
2007-02-02,7.1878
2007-02-01,7.1983
2007-01-31,7.2957
2007-01-30,7.3141
2007-01-29,7.2803
2007-01-26,7.2843
2007-01-25,7.1261
2007-01-24,7.1557
2007-01-23,7.1282
2007-01-22,7.1341
2007-01-19,7.1470
2007-01-18,7.1441
2007-01-17,7.2701
2007-01-16,7.2224
2007-01-15,7.2083
2007-01-12,7.2611
2007-01-11,7.3001
2007-01-10,7.3497
2007-01-09,7.1906
2007-01-08,7.2770
2007-01-05,7.1279
2007-01-04,7.0402
2007-01-03,6.8875
2007-01-02,6.9418

The Value_label,The Value_chart1_CategoryGroup1_label,The Value_chart1_CategoryGroup1_Value_DataValue0
The Value,1/2/2007 12:00:00 AM,6.9418
The Value,1/3/2007 12:00:00 AM,6.8875
The Value,1/4/2007 12:00:00 AM,7.0402
The Value,1/5/2007 12:00:00 AM,7.1279
The Value,1/8/2007 12:00:00 AM,7.2770
The Value,1/9/2007 12:00:00 AM,7.1906
The Value,1/10/2007 12:00:00 AM,7.3497
The Value,1/11/2007 12:00:00 AM,7.3001
The Value,1/12/2007 12:00:00 AM,7.2611
The Value,1/15/2007 12:00:00 AM,7.2083
The Value,1/16/2007 12:00:00 AM,7.2224
The Value,1/17/2007 12:00:00 AM,7.2701
The Value,1/18/2007 12:00:00 AM,7.1441
The Value,1/19/2007 12:00:00 AM,7.1470
The Value,1/22/2007 12:00:00 AM,7.1341
The Value,1/23/2007 12:00:00 AM,7.1282
The Value,1/24/2007 12:00:00 AM,7.1557
The Value,1/25/2007 12:00:00 AM,7.1261
The Value,1/26/2007 12:00:00 AM,7.2843
The Value,1/29/2007 12:00:00 AM,7.2803
The Value,1/30/2007 12:00:00 AM,7.3141
The Value,1/31/2007 12:00:00 AM,7.2957
The Value,2/1/2007 12:00:00 AM,7.1983
The Value,2/2/2007 12:00:00 AM,7.1878
The Value,2/5/2007 12:00:00 AM,7.2283
The Value,2/6/2007 12:00:00 AM,7.2005
The Value,2/7/2007 12:00:00 AM,7.1863
The Value,2/8/2007 12:00:00 AM,7.1667
The Value,2/9/2007 12:00:00 AM,7.1415
The Value,2/12/2007 12:00:00 AM,7.2441
The Value,2/13/2007 12:00:00 AM,7.2646
The Value,2/14/2007 12:00:00 AM,7.2264
The Value,2/15/2007 12:00:00 AM,7.1761
The Value,2/16/2007 12:00:00 AM,7.1864
The Value,2/19/2007 12:00:00 AM,7.1177
The Value,2/20/2007 12:00:00 AM,7.0964
The Value,2/21/2007 12:00:00 AM,7.1239
The Value,2/22/2007 12:00:00 AM,7.1156
The Value,2/23/2007 12:00:00 AM,7.0724
The Value,2/26/2007 12:00:00 AM,7.0806
The Value,2/27/2007 12:00:00 AM,7.1362
The Value,2/28/2007 12:00:00 AM,7.2541
The Value,3/1/2007 12:00:00 AM,7.2510
The Value,3/2/2007 12:00:00 AM,7.2770
The Value,3/5/2007 12:00:00 AM,7.5233
The Value,3/6/2007 12:00:00 AM,7.4122
The Value,3/7/2007 12:00:00 AM,7.4067
The Value,3/8/2007 12:00:00 AM,7.4042
The Value,3/9/2007 12:00:00 AM,7.3880
The Value,3/12/2007 12:00:00 AM,7.3060
The Value,3/13/2007 12:00:00 AM,7.3870
The Value,3/14/2007 12:00:00 AM,7.4931
The Value,3/15/2007 12:00:00 AM,7.4315
The Value,3/16/2007 12:00:00 AM,7.4407
The Value,3/19/2007 12:00:00 AM,7.4430
The Value,3/20/2007 12:00:00 AM,7.4060
The Value,3/22/2007 12:00:00 AM,7.2967
The Value,3/23/2007 12:00:00 AM,7.1921
The Value,3/26/2007 12:00:00 AM,7.2232
The Value,3/27/2007 12:00:00 AM,7.2475
The Value,3/28/2007 12:00:00 AM,7.2926
The Value,3/29/2007 12:00:00 AM,7.3153
The Value,3/30/2007 12:00:00 AM,7.2649
The Value,4/2/2007 12:00:00 AM,7.2524
The Value,4/3/2007 12:00:00 AM,7.2254
The Value,4/4/2007 12:00:00 AM,7.1620
The Value,4/5/2007 12:00:00 AM,7.1358
The Value,4/10/2007 12:00:00 AM,7.1650
The Value,4/11/2007 12:00:00 AM,7.1561
The Value,4/12/2007 12:00:00 AM,7.1811
The Value,4/13/2007 12:00:00 AM,7.1712
The Value,4/16/2007 12:00:00 AM,7.1329
The Value,4/17/2007 12:00:00 AM,7.1173
The Value,4/18/2007 12:00:00 AM,7.0583
The Value,4/19/2007 12:00:00 AM,7.1313
The Value,4/20/2007 12:00:00 AM,7.0378
The Value,4/23/2007 12:00:00 AM,7.0437
The Value,4/24/2007 12:00:00 AM,7.1053
The Value,4/25/2007 12:00:00 AM,7.0285
The Value,4/26/2007 12:00:00 AM,6.9721
The Value,4/27/2007 12:00:00 AM,7.0824
The Value,4/30/2007 12:00:00 AM,7.1241
The Value,5/2/2007 12:00:00 AM,7.0388
The Value,5/3/2007 12:00:00 AM,6.9860
The Value,5/4/2007 12:00:00 AM,7.0137
The Value,5/7/2007 12:00:00 AM,6.9385
The Value,5/8/2007 12:00:00 AM,6.9128
The Value,5/9/2007 12:00:00 AM,6.9263
The Value,5/10/2007 12:00:00 AM,6.9053
The Value,5/11/2007 12:00:00 AM,7.0154
The Value,5/14/2007 12:00:00 AM,6.9361
The Value,5/15/2007 12:00:00 AM,6.9796
The Value,5/16/2007 12:00:00 AM,6.9301
The Value,5/17/2007 12:00:00 AM,6.9646
The Value,5/18/2007 12:00:00 AM,7.0471
The Value,5/21/2007 12:00:00 AM,6.9956
The Value,5/22/2007 12:00:00 AM,7.0025
The Value,5/23/2007 12:00:00 AM,7.0761
The Value,5/24/2007 12:00:00 AM,7.0893
The Value,5/25/2007 12:00:00 AM,7.1261
The Value,5/28/2007 12:00:00 AM,7.0953
The Value,5/29/2007 12:00:00 AM,7.1216
The Value,5/30/2007 12:00:00 AM,7.1657
The Value,5/31/2007 12:00:00 AM,7.1649
The Value,6/1/2007 12:00:00 AM,7.1216
The Value,6/4/2007 12:00:00 AM,7.1402
The Value,6/5/2007 12:00:00 AM,7.1305
The Value,6/6/2007 12:00:00 AM,7.1838
The Value,6/7/2007 12:00:00 AM,7.1890
The Value,6/8/2007 12:00:00 AM,7.2820
The Value,6/11/2007 12:00:00 AM,7.2483
The Value,6/12/2007 12:00:00 AM,7.2287
The Value,6/13/2007 12:00:00 AM,7.3097
The Value,6/14/2007 12:00:00 AM,7.2321
The Value,6/15/2007 12:00:00 AM,7.1920
The Value,6/18/2007 12:00:00 AM,7.1033
The Value,6/19/2007 12:00:00 AM,7.0966
The Value,6/20/2007 12:00:00 AM,7.0845
The Value,6/21/2007 12:00:00 AM,7.1572
The Value,6/22/2007 12:00:00 AM,7.1374
The Value,6/25/2007 12:00:00 AM,7.1641
The Value,6/26/2007 12:00:00 AM,7.1821
The Value,6/27/2007 12:00:00 AM,7.2279
The Value,6/28/2007 12:00:00 AM,7.1112
The Value,6/29/2007 12:00:00 AM,7.0964
The Value,7/2/2007 12:00:00 AM,7.0175
The Value,7/3/2007 12:00:00 AM,6.9635
The Value,7/4/2007 12:00:00 AM,6.9853
The Value,7/5/2007 12:00:00 AM,6.9829
The Value,7/6/2007 12:00:00 AM,7.0356
The Value,7/9/2007 12:00:00 AM,6.9833
The Value,7/10/2007 12:00:00 AM,6.9705
The Value,7/11/2007 12:00:00 AM,7.0237
The Value,7/12/2007 12:00:00 AM,7.0275
The Value,7/13/2007 12:00:00 AM,6.9611
The Value,7/16/2007 12:00:00 AM,6.9672
The Value,7/17/2007 12:00:00 AM,6.9774
The Value,7/18/2007 12:00:00 AM,6.9815
The Value,7/19/2007 12:00:00 AM,6.9172
The Value,7/20/2007 12:00:00 AM,6.8839
The Value,7/23/2007 12:00:00 AM,6.8328
The Value,7/24/2007 12:00:00 AM,6.8233
The Value,7/25/2007 12:00:00 AM,6.8505
The Value,7/26/2007 12:00:00 AM,6.9249
The Value,7/27/2007 12:00:00 AM,7.1051
The Value,7/30/2007 12:00:00 AM,7.1022
The Value,7/31/2007 12:00:00 AM,7.1094
The Value,8/1/2007 12:00:00 AM,7.1949
The Value,8/2/2007 12:00:00 AM,7.1177
The Value,8/3/2007 12:00:00 AM,7.0590
The Value,8/6/2007 12:00:00 AM,7.1122
The Value,8/7/2007 12:00:00 AM,7.0494
The Value,8/8/2007 12:00:00 AM,7.0392
The Value,8/10/2007 12:00:00 AM,7.1707
The Value,8/13/2007 12:00:00 AM,7.1789
The Value,8/14/2007 12:00:00 AM,7.2452
The Value,8/15/2007 12:00:00 AM,7.3914
The Value,8/16/2007 12:00:00 AM,7.4774
The Value,8/17/2007 12:00:00 AM,7.4840
The Value,8/20/2007 12:00:00 AM,7.3412
The Value,8/21/2007 12:00:00 AM,7.4603
The Value,8/22/2007 12:00:00 AM,7.3376
The Value,8/23/2007 12:00:00 AM,7.2370
The Value,8/24/2007 12:00:00 AM,7.2869
The Value,8/27/2007 12:00:00 AM,7.1828
The Value,8/28/2007 12:00:00 AM,7.2473
The Value,8/29/2007 12:00:00 AM,7.2838
The Value,8/30/2007 12:00:00 AM,7.1811
The Value,8/31/2007 12:00:00 AM,7.1094
The Value,9/3/2007 12:00:00 AM,7.1783
The Value,9/4/2007 12:00:00 AM,7.2559
The Value,9/5/2007 12:00:00 AM,7.2453
The Value,9/6/2007 12:00:00 AM,7.2319
The Value,9/7/2007 12:00:00 AM,7.1898
The Value,9/10/2007 12:00:00 AM,7.2491
The Value,9/11/2007 12:00:00 AM,7.2283
The Value,9/12/2007 12:00:00 AM,7.1741
The Value,9/13/2007 12:00:00 AM,7.1424
The Value,9/14/2007 12:00:00 AM,7.1928
The Value,9/17/2007 12:00:00 AM,7.1954
The Value,9/18/2007 12:00:00 AM,7.1914
The Value,9/19/2007 12:00:00 AM,7.0900
The Value,9/20/2007 12:00:00 AM,7.0730
The Value,9/21/2007 12:00:00 AM,7.0496
The Value,9/25/2007 12:00:00 AM,7.0157
The Value,9/26/2007 12:00:00 AM,6.9712
The Value,9/27/2007 12:00:00 AM,6.9112
The Value,9/28/2007 12:00:00 AM,6.8839
The Value,10/1/2007 12:00:00 AM,6.8904
The Value,10/2/2007 12:00:00 AM,6.8979
The Value,10/3/2007 12:00:00 AM,6.9066
The Value,10/4/2007 12:00:00 AM,6.9402
The Value,10/5/2007 12:00:00 AM,6.8994
The Value,10/8/2007 12:00:00 AM,6.8320
The Value,10/9/2007 12:00:00 AM,6.8679
The Value,10/10/2007 12:00:00 AM,6.8328
The Value,10/11/2007 12:00:00 AM,6.8681
The Value,10/12/2007 12:00:00 AM,6.7536
The Value,10/15/2007 12:00:00 AM,6.7249
The Value,10/16/2007 12:00:00 AM,6.8820
The Value,10/17/2007 12:00:00 AM,6.8235
The Value,10/18/2007 12:00:00 AM,6.8059
The Value,10/19/2007 12:00:00 AM,6.8069
The Value,10/22/2007 12:00:00 AM,6.8591
The Value,10/23/2007 12:00:00 AM,6.8175
The Value,10/24/2007 12:00:00 AM,6.6965
The Value,10/25/2007 12:00:00 AM,6.6201
The Value,10/26/2007 12:00:00 AM,6.5374
The Value,10/29/2007 12:00:00 AM,6.4691
The Value,10/30/2007 12:00:00 AM,6.5728
The Value,10/31/2007 12:00:00 AM,6.5353
The Value,11/1/2007 12:00:00 AM,6.5278
The Value,11/2/2007 12:00:00 AM,6.6032
The Value,11/5/2007 12:00:00 AM,6.5941
The Value,11/6/2007 12:00:00 AM,6.5253
The Value,11/7/2007 12:00:00 AM,6.4739
The Value,11/8/2007 12:00:00 AM,6.5265
The Value,11/9/2007 12:00:00 AM,6.4639
The Value,11/12/2007 12:00:00 AM,6.6787
The Value,11/13/2007 12:00:00 AM,6.7828
The Value,11/14/2007 12:00:00 AM,6.6627
The Value,11/15/2007 12:00:00 AM,6.6136
The Value,11/16/2007 12:00:00 AM,6.7297
The Value,11/19/2007 12:00:00 AM,6.7025
The Value,11/20/2007 12:00:00 AM,6.7089
The Value,11/21/2007 12:00:00 AM,6.7532
The Value,11/22/2007 12:00:00 AM,6.7763
The Value,11/23/2007 12:00:00 AM,6.8168
The Value,11/26/2007 12:00:00 AM,6.7983
The Value,11/27/2007 12:00:00 AM,7.0127
The Value,11/28/2007 12:00:00 AM,7.0221
The Value,11/29/2007 12:00:00 AM,6.9153
The Value,11/30/2007 12:00:00 AM,6.8119
The Value,12/3/2007 12:00:00 AM,6.8042
The Value,12/4/2007 12:00:00 AM,6.7889
The Value,12/5/2007 12:00:00 AM,6.8050
The Value,12/6/2007 12:00:00 AM,6.7914
The Value,12/7/2007 12:00:00 AM,6.7253
The Value,12/10/2007 12:00:00 AM,6.7104
The Value,12/11/2007 12:00:00 AM,6.6639
The Value,12/12/2007 12:00:00 AM,6.7556
The Value,12/13/2007 12:00:00 AM,6.7478
The Value,12/14/2007 12:00:00 AM,6.7725
The Value,12/18/2007 12:00:00 AM,6.9026
The Value,12/19/2007 12:00:00 AM,6.9005
The Value,12/20/2007 12:00:00 AM,6.9695
The Value,12/21/2007 12:00:00 AM,7.0220
The Value,12/24/2007 12:00:00 AM,6.9986
The Value,12/27/2007 12:00:00 AM,6.9265
The Value,12/28/2007 12:00:00 AM,6.8429
The Value,12/31/2007 12:00:00 AM,6.7862
The Value,1/2/2008 12:00:00 AM,6.8627
The Value,1/3/2008 12:00:00 AM,6.8419
The Value,1/4/2008 12:00:00 AM,6.8452
The Value,1/7/2008 12:00:00 AM,6.9098
The Value,1/8/2008 12:00:00 AM,6.8881
The Value,1/9/2008 12:00:00 AM,6.8554
The Value,1/10/2008 12:00:00 AM,6.8559
The Value,1/11/2008 12:00:00 AM,6.8270
The Value,1/14/2008 12:00:00 AM,6.7211
